Crash Date,Crash Time,X,Y,City/Town,Crash Severity,Maximum Injury Severity Reported,Crash Number,Most Harmful Events,Non Motorist Type
12/5/01,7:30 PM,235554.9377,908389.138,MALDEN,Property damage only (none injured),Non-fatal injury - Possible,1409302,V1:(),P2:Pedestrian
11/29/01,5:00 PM,236053.186,906315.7184,EVERETT,Non-fatal injury,Non-fatal injury - Possible,1409356,V1:(Collision with pedestrian),P2:Pedestrian
12/11/01,2:46 PM,237330.2814,907516.3748,EVERETT,Non-fatal injury,Non-fatal injury - Possible,1409411,V1:(Collision with pedestrian),P6:Pedestrian
12/1/01,12:00 AM,248913.9061,889728.4375,HINGHAM,Property damage only (none injured),No injury,1409417,V1:(Collision with pedestrian),P3:Pedestrian
12/14/01,7:45 AM,237102.3979,907774.1407,EVERETT,Property damage only (none injured),No injury,1409493,V1:(Collision with pedestrian),P2:Pedestrian
2/12/02,9:41 AM,236440.4029,906242.6248,EVERETT,Non-fatal injury,Non-fatal injury - Incapacitating,1409565,V1:(Collision with pedestrian),P2:Pedestrian
12/17/01,5:49 PM,239625.453,869177.3749,BROCKTON,Property damage only (none injured),No injury,1409657,V1:(Collision with pedestrian),P3:Pedestrian
2/24/02,2:59 AM,302943.125,824587.2498,YARMOUTH,Non-fatal injury,Non-fatal injury - Incapacitating,1409808,V1:(Collision with pedestrian),P2:Pedestrian
11/23/01,9:00 PM,176248.2794,888469.9804,WORCESTER,Not Reported,Not reported,1409925,V1:(Collision with parked motor vehicle),P2:Pedestrian
1/3/02,7:38 PM,220779.4063,902895.6874,WALTHAM,Unknown,Not reported,1409963,V1:(Collision with pedestrian),P2:Pedestrian
2/14/02,2:36 PM,99103.39945,928308.1426,GREENFIELD,Property damage only (none injured),No injury,1409996,V1:(Other non-collision),P2:Pedestrian
12/26/01,5:20 PM,212014.6877,849942.0623,ATTLEBORO,Non-fatal injury,Non-fatal injury - Non-incapacitating,1410040,V1:(Collision with pedestrian),P2:Pedestrian
12/11/01,3:15 PM,230443.7657,905281.0626,CAMBRIDGE,Property damage only (none injured),Non-fatal injury - Incapacitating,1410057,V1:(Collision with pedestrian),P2:Pedestrian
12/11/01,9:19 AM,234226.9926,902427.5233,CAMBRIDGE,Non-fatal injury,Non-fatal injury - Incapacitating,1410062,V1:(Collision with pedestrian),P2:Pedestrian
3/7/02,8:43 AM,,,BOSTON,Non-fatal injury,Non-fatal injury - Possible,1410234,V1:(Collision with pedestrian),P2:Pedestrian
1/23/02,5:04 PM,151734.875,891061.2498,NORTH BROOKFIELD,Non-fatal injury,Non-fatal injury - Non-incapacitating,1410267,V1:(Collision with pedestrian),P2:Pedestrian
1/26/02,3:20 PM,226673.081,921599.2314,WILMINGTON,Property damage only (none injured),No injury,1410453,V1:(Collision with pedestrian),P3:Pedestrian
1/11/02,5:45 PM,227154.9429,940683.707,LAWRENCE,Property damage only (none injured),Non-fatal injury - Incapacitating,1410525,V1:(Collision with pedestrian),P4:Pedestrian
1/8/02,7:05 PM,235716.7008,911617.6146,MELROSE,Not Reported,Not reported,1410586,V1:(Collision with motor vehicle in traffic),P2:Pedestrian
2/8/02,3:20 PM,174280.3527,889138.8941,WORCESTER,Non-fatal injury,Non-fatal injury - Incapacitating,1410627,V1:(Collision with pedestrian),P2:Pedestrian
12/7/01,1:22 PM,178639.4531,921525.8749,LEOMINSTER,Not Reported,Not reported,1410637,V1:(Collision with pedestrian),P2:Pedestrian
2/15/02,9:23 PM,221583.5781,901792.375,WALTHAM,Non-fatal injury,Non-fatal injury - Incapacitating,1410701,V1:(Collision with pedestrian) V2:(),P3:Pedestrian
3/19/02,5:14 PM,,,SOMERVILLE,Not Reported,Non-fatal injury - Possible,1410744,V1:(Collision with pedestrian),P2:Pedestrian / P3:Pedestrian
1/17/02,4:40 PM,177786.5596,888927.9534,WORCESTER,Non-fatal injury,Non-fatal injury - Possible,1410804,V1:(Collision with pedestrian),P2:Pedestrian
2/5/02,7:40 PM,,,BOSTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,1410848,V1:(Collision with pedestrian),P2:Pedestrian
1/13/02,8:55 PM,221573.9343,901749.2274,WALTHAM,Property damage only (none injured),No injury,1410851,V1:(Collision with pedestrian) V2:(),P3:Pedestrian
1/11/02,5:08 PM,109500.948,926955.9296,GREENFIELD,Property damage only (none injured),Non-fatal injury - Non-incapacitating,1410928,V1:(Collision with pedestrian),P2:Pedestrian
3/25/02,6:50 AM,231562.1877,905675.8751,SOMERVILLE,Not Reported,Not reported,1410975,V1:(Collision with pedestrian),P2:Pedestrian
3/24/02,7:30 AM,232372.6248,903719.8123,SOMERVILLE,Non-fatal injury,Non-fatal injury - Non-incapacitating,1410987,V1:(Collision with pedestrian),P5:Pedestrian
1/10/02,5:51 PM,109847.9374,927374.4376,GREENFIELD,Non-fatal injury,Non-fatal injury - Incapacitating,1410989,V1:(Collision with pedestrian),P2:Pedestrian / P3:Pedestrian
2/24/02,10:35 PM,215795.0873,930676.2885,LOWELL,Non-fatal injury,Non-fatal injury - Possible,1411009,V1:(Collision with motor vehicle in traffic),P2:Pedestrian
1/17/02,7:15 AM,176453.8751,889108.4377,WORCESTER,Non-fatal injury,Non-fatal injury - Non-incapacitating,1411022,V1:(Collision with motor vehicle in traffic),P2:Pedestrian
1/16/02,7:20 PM,175005.0056,890200.7876,WORCESTER,Non-fatal injury,Non-fatal injury - Non-incapacitating,1411035,V1:(Collision with pedestrian),P3:Pedestrian
1/30/02,6:34 AM,173097.587,888688.0125,WORCESTER,Not Reported,Not Applicable,1411087,V1:(),P2:Pedestrian
2/20/02,12:55 PM,240350.2346,912452.7501,SAUGUS,Property damage only (none injured),No injury,1411089,V1:(Collision with pedestrian),P2:Pedestrian
3/2/02,6:14 PM,,,METHUEN,Property damage only (none injured),No injury,1411399,V1:(Collision with pedestrian),P3:Pedestrian
12/12/01,7:30 AM,225375.7987,884274.531,NORWOOD,Property damage only (none injured),Non-fatal injury - Possible,1411524,V1:(Unknown),P2:Pedestrian
1/26/02,6:09 PM,247403.7274,882969.8073,WEYMOUTH,Not Reported,Not Applicable,1411623,V1:(Collision with pedestrian),P2:Pedestrian
1/28/02,4:00 PM,174824.1208,892273.8826,WORCESTER,Property damage only (none injured),Non-fatal injury - Possible,1411735,V1:(Collision with pedestrian),P2:Pedestrian
2/6/02,6:30 AM,,,BOSTON,Property damage only (none injured),Non-fatal injury - Non-incapacitating,1411771,V1:(Collision with pedestrian),P2:Pedestrian
3/14/02,6:46 AM,141496.0936,926554.4374,ATHOL,Property damage only (none injured),Non-fatal injury - Possible,1411808,V1:(Collision with pedestrian),P2:Pedestrian
1/20/02,3:42 PM,56300.11267,911787.9248,PITTSFIELD,Property damage only (none injured),Non-fatal injury - Possible,1411890,V1:(Collision with pedestrian),P2:Pedestrian
3/21/02,5:15 PM,226784.8417,921877.9503,WILMINGTON,Property damage only (none injured),No injury,1411980,V1:(Collision with pedestrian),P3:Pedestrian
1/22/02,7:45 PM,175467.2469,891556.6136,WORCESTER,Non-fatal injury,Non-fatal injury - Possible,1411996,V1:(Collision with motor vehicle in traffic),P2:Pedestrian
1/2/02,7:58 AM,,,NEWTON,Non-fatal injury,Non-fatal injury - Possible,1412027,V1:(Collision with pedestrian),P2:Pedestrian
1/10/02,5:40 PM,227270.9879,940861.3828,LAWRENCE,Unknown,Non-fatal injury - Incapacitating,1412033,V1:(Collision with pedestrian),P2:Pedestrian
3/1/02,12:00 PM,227888.5145,939666.1435,LAWRENCE,Non-fatal injury,Non-fatal injury - Possible,1412212,V1:(Collision with pedestrian),P2:Pedestrian
2/19/02,9:30 PM,176760.7659,893988.8125,WORCESTER,Unknown,Not reported,1412249,V1:(Collision with pedestrian),P2:Pedestrian
1/3/02,11:15 AM,207963.328,897302.0001,FRAMINGHAM,Not Reported,Non-fatal injury - Incapacitating,1412266,V1:(Collision with pedestrian),P2:Pedestrian
3/17/02,10:59 PM,233497.3281,849817.8127,TAUNTON,Property damage only (none injured),Non-fatal injury - Non-incapacitating,1412384,V1:(Collision with utility pole),P2:Pedestrian
12/17/01,6:30 PM,231869.3283,902430.7499,CAMBRIDGE,Not Reported,Not reported,1412395,V1:(Collision with pedestrian),P2:Pedestrian
1/10/02,7:47 PM,184554.5312,908437.8749,CLINTON,Property damage only (none injured),Non-fatal injury - Non-incapacitating,1412436,V1:(Collision with pedestrian),P3:Pedestrian
1/11/02,2:49 PM,208884.2943,896404.7898,FRAMINGHAM,Property damage only (none injured),Non-fatal injury - Possible,1412550,V1:(Collision with pedestrian),P2:Pedestrian
3/8/02,7:45 PM,233492.0858,850375.4544,TAUNTON,Not Reported,Not reported,1412570,V1:(Collision with pedestrian),P2:Pedestrian
2/9/02,10:15 PM,244641.2833,846580.4805,LAKEVILLE,Non-fatal injury,Non-fatal injury - Incapacitating,1412607,V1:(Collision with pedestrian),P3:Pedestrian
2/14/02,5:00 PM,175063.4423,889115.275,WORCESTER,Not Reported,Not Applicable,1412651,V1:(Collision with pedestrian),P2:Pedestrian
1/16/02,7:00 PM,215844.2342,932871.1877,LOWELL,Non-fatal injury,Non-fatal injury - Non-incapacitating,1412673,V1:(Collision with pedestrian),P2:Pedestrian
3/13/02,6:56 PM,226473.3808,898451.1199,NEWTON,Non-fatal injury,Non-fatal injury - Possible,1412816,V1:(Collision with pedestrian),P2:Pedestrian
1/9/02,9:30 PM,232224.281,902060.3123,CAMBRIDGE,Property damage only (none injured),Non-fatal injury - Non-incapacitating,1413003,V1:(),P2:Pedestrian
2/6/02,5:14 PM,174874.7936,890176.2453,WORCESTER,Property damage only (none injured),Non-fatal injury - Possible,1413047,V1:(Collision with pedestrian),P2:Pedestrian
12/14/01,4:43 PM,55419.62884,912249.3125,PITTSFIELD,Property damage only (none injured),No injury,1413055,V1:(Collision with pedestrian),P3:Pedestrian
1/5/02,1:00 PM,233687.3928,874550.709,STOUGHTON,Property damage only (none injured),Non-fatal injury - Incapacitating,1413182,V1:(Collision with pedestrian),P2:Pedestrian
1/3/02,4:07 PM,232922.6403,875593.1292,STOUGHTON,Non-fatal injury,Non-fatal injury - Possible,1413257,V1:(Collision with animal - deer),P2:Pedestrian
1/8/02,8:50 PM,233748.7406,874529.6212,STOUGHTON,Property damage only (none injured),Non-fatal injury - Incapacitating,1413301,V1:(Collision with pedestrian),P2:Pedestrian
3/21/02,12:10 PM,206445.2532,894187.5036,FRAMINGHAM,Not Reported,Non-fatal injury - Non-incapacitating,1413438,V1:(Collision with pedestrian),P2:Pedestrian
2/26/02,2:20 PM,221885.0074,905549.9078,WALTHAM,Property damage only (none injured),Non-fatal injury - Incapacitating,1414341,V1:(Collision with pedestrian),P4:Pedestrian
2/28/01,3:57 PM,222759.875,903174.625,WALTHAM,Property damage only (none injured),No injury,1414437,V1:(Collision with pedestrian),P3:Pedestrian
1/14/02,6:00 PM,175037.9433,888365.2957,WORCESTER,Non-fatal injury,Non-fatal injury - Possible,1415077,V1:(Collision with pedestrian),P2:Pedestrian
1/14/02,4:42 PM,174883.4062,890398.7499,WORCESTER,Property damage only (none injured),Non-fatal injury - Possible,1415088,V1:(Collision with pedestrian),P2:Pedestrian
2/5/02,10:00 AM,228390.9841,940128.8123,LAWRENCE,Property damage only (none injured),No injury,1415092,V1:(Collision with pedestrian),P3:Pedestrian
2/8/02,2:40 PM,234012.2836,850280.4724,TAUNTON,Non-fatal injury,Non-fatal injury - Possible,1415158,V1:(Collision with pedestrian),P2:Pedestrian
1/8/02,9:15 AM,230448.7029,900731.3124,BOSTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,1415169,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",P2:Pedestrian
2/13/02,6:27 PM,226299.2501,913396,WOBURN,Not Reported,Not reported,1415336,V1:(Collision with pedestrian),P3:Pedestrian
1/16/02,3:24 PM,231149.4099,938097.7097,NORTH ANDOVER,Not Reported,Not reported,1416027,V1:(Collision with pedestrian),P2:Pedestrian
1/8/02,11:35 AM,229566.0305,942082.5968,METHUEN,Non-fatal injury,Non-fatal injury - Non-incapacitating,1416121,V1:(Collision with pedestrian),P4:Pedestrian
2/16/02,3:15 PM,247627.7644,823732.0884,NEW BEDFORD,Not Reported,Non-fatal injury - Possible,1416187,V1:(Collision with pedestrian),P2:Pedestrian
1/19/02,12:45 PM,240081.6443,870069.4943,BROCKTON,Property damage only (none injured),Non-fatal injury - Non-incapacitating,1416283,V1:(Collision with pedestrian),P2:Pedestrian
1/2/02,7:45 PM,207932.9948,897304.9443,FRAMINGHAM,Not Reported,Non-fatal injury - Possible,1416499,V1:(Collision with pedestrian),P2:Pedestrian
1/28/02,1:05 PM,236604.7856,900669.1991,BOSTON,Not Reported,Not Applicable,1416664,V1:(Collision with pedestrian),P2:Pedestrian
1/1/02,1:58 PM,236236.3792,901821.395,BOSTON,Non-fatal injury,Non-fatal injury - Possible,1416703,V1:(),P2:Pedestrian
1/19/02,5:00 PM,216051.3279,865327.0755,WRENTHAM,Non-fatal injury,Non-fatal injury - Non-incapacitating,1416747,V1:(Collision with pedestrian),P2:Pedestrian
1/11/02,7:16 PM,239422.6877,870722.8126,BROCKTON,Property damage only (none injured),No injury,1416989,V1:(),P2:Pedestrian
1/15/02,4:42 PM,237910.9376,905074.1875,CHELSEA,Property damage only (none injured),Non-fatal injury - Incapacitating,1417018,V1:() V2:(Collision with pedestrian),P3:Pedestrian
2/5/02,10:41 AM,,,FRAMINGHAM,Property damage only (none injured),Non-fatal injury - Incapacitating,1412472,V1:(Collision with pedestrian),P2:Pedestrian
1/8/02,2:50 PM,233411.3424,914317.8531,STONEHAM,Property damage only (none injured),Non-fatal injury - Possible,1413439,V1:(Unknown),P2:Pedestrian
2/25/02,7:00 AM,173238.5156,889548,WORCESTER,Non-fatal injury,Non-fatal injury - Possible,1413455,V1:(Collision with pedestrian),P2:Pedestrian
3/22/02,12:05 PM,174989.3124,890172.4377,WORCESTER,Non-fatal injury,Non-fatal injury - Possible,1413591,V1:(Collision with pedestrian),P3:Pedestrian
3/21/02,3:25 PM,,,WORCESTER,Property damage only (none injured),No injury,1413624,V1:(Collision with pedestrian) V2:(Collision with motor vehicle in traffic),P3:Pedestrian
1/8/02,8:24 AM,232687.0937,901694.8749,CAMBRIDGE,Non-fatal injury,Non-fatal injury - Non-incapacitating,1413656,V1:(Collision with motor vehicle in traffic),P2:Pedestrian
3/23/02,10:30 PM,160510.5657,924080.5332,GARDNER,Property damage only (none injured),No injury,1413698,V1:(Collision with pedestrian),P3:Pedestrian
2/23/02,11:18 AM,175296.5585,889141.2472,WORCESTER,Property damage only (none injured),Non-fatal injury - Incapacitating,1413724,V1:(Collision with pedestrian),P3:Pedestrian
3/21/02,7:56 PM,242728.5626,870883.7501,BROCKTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,1413962,V1:(Collision with pedestrian),P2:Pedestrian
3/25/02,6:53 PM,175707.9278,891971.3207,WORCESTER,Property damage only (none injured),Non-fatal injury - Incapacitating,1413966,V1:(Collision with pedestrian),P2:Pedestrian
2/13/02,6:21 PM,216997.0032,894019.1506,WELLESLEY,Property damage only (none injured),Non-fatal injury - Possible,1414002,V1:(Collision with pedestrian),P2:Pedestrian
2/8/02,8:10 AM,175481.1759,891265.8269,WORCESTER,Property damage only (none injured),No injury,1414146,V1:(Collision with pedestrian),P2:Pedestrian
3/5/02,7:45 AM,215601.886,934227.9751,LOWELL,Not Reported,Non-fatal injury - Incapacitating,1414225,V1:(Collision with pedestrian),P2:Pedestrian
12/10/01,4:09 PM,225503.8279,900640.8752,NEWTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,1415515,V1:(Collision with pedestrian),P2:Pedestrian
1/8/02,2:45 PM,228680.9687,937806.3127,LAWRENCE,Property damage only (none injured),Non-fatal injury - Incapacitating,1415570,V1:(Collision with pedestrian),P3:Pedestrian
1/7/02,3:30 PM,249607.297,919431.8748,SALEM,Non-fatal injury,Non-fatal injury - Possible,1415601,V1:(Collision with pedestrian),P2:Pedestrian
2/20/02,11:38 PM,,,SAUGUS,Property damage only (none injured),No injury,1415615,V1:(Collision with pedestrian),P3:Pedestrian
1/7/02,6:44 AM,216186.6239,933834.806,LOWELL,Property damage only (none injured),No injury,1415617,V1:(Collision with pedestrian),P2:Pedestrian
2/18/02,4:18 PM,235306.6874,908768.7498,MALDEN,Property damage only (none injured),No injury,1415875,V1:(Collision with pedestrian),P2:Pedestrian
1/30/02,11:29 AM,226767.6766,903504.9156,BELMONT,Unknown,Not Applicable,1417136,V1:(Collision with pedestrian),P2:Pedestrian
1/8/02,12:05 PM,159484.0017,925322.3636,GARDNER,Property damage only (none injured),No injury,1417383,V1:(Collision with pedestrian),P2:Pedestrian
1/14/02,8:00 AM,235574.2499,908402.5623,MALDEN,Not Reported,Not Applicable,1417410,V1:(),P2:Pedestrian
1/11/02,2:50 PM,247054.2499,920088.6874,PEABODY,Property damage only (none injured),No injury,1417472,V1:(),P3:Pedestrian
2/7/02,2:29 AM,,,PEPPERELL,Property damage only (none injured),Non-fatal injury - Non-incapacitating,1417497,V1:(Collision with pedestrian),P2:Pedestrian
1/23/02,5:51 PM,237124.7969,912147.9375,MELROSE,Non-fatal injury,Non-fatal injury - Incapacitating,1417534,V1:(Collision with pedestrian),P2:Pedestrian
2/19/02,5:45 AM,248009.0936,823027.7501,NEW BEDFORD,Property damage only (none injured),Non-fatal injury - Incapacitating,1417668,V1:(Collision with pedestrian),P2:Pedestrian
3/2/02,2:00 AM,234372.0196,893753.7888,BOSTON,Not Reported,Not reported,1417685,V1:(),P2:Pedestrian
2/1/02,5:45 PM,235168.6563,902168.0002,CAMBRIDGE,Non-fatal injury,Non-fatal injury - Possible,1417718,V1:(Collision with pedestrian) V2:(),P3:Pedestrian
2/9/02,2:00 PM,177054.4531,893650.8751,WORCESTER,Property damage only (none injured),Non-fatal injury - Possible,1417731,V1:(),P2:Pedestrian
2/13/02,10:25 AM,232921.3219,874989.9957,STOUGHTON,Not Reported,Not reported,1417837,V1:(),P2:Pedestrian
1/22/02,8:50 AM,215214.2026,932741.3037,LOWELL,Not Reported,Not Applicable,1417868,V1:(),P2:Pedestrian
2/13/02,3:56 PM,173885.5307,890058.4112,WORCESTER,Property damage only (none injured),Non-fatal injury - Possible,1417912,V1:(),P2:Pedestrian
2/27/02,2:20 PM,,,LOWELL,Property damage only (none injured),Non-fatal injury - Non-incapacitating,1418029,V1:(Collision with pedestrian),P2:Pedestrian
11/29/01,4:36 PM,179690.1406,917012.5627,LEOMINSTER,Property damage only (none injured),No injury,1418057,V1:(Collision with pedestrian),P2:Pedestrian / P3:Pedestrian / P4:Pedestrian
1/21/02,8:49 PM,,,SOMERVILLE,Non-fatal injury,Non-fatal injury - Incapacitating,1418074,V1:(Collision with pedestrian),P2:Pedestrian
3/1/02,1:10 PM,215891.1876,932474.5623,LOWELL,Non-fatal injury,Non-fatal injury - Possible,1418082,V1:(Collision with motor vehicle in traffic),P3:Pedestrian
11/17/01,11:45 PM,317503.0272,782685.8597,NANTUCKET,Property damage only (none injured),Non-fatal injury - Possible,1418101,V1:(),P2:Pedestrian
1/13/02,4:46 PM,233263.3436,904009.8752,SOMERVILLE,Property damage only (none injured),Non-fatal injury - Possible,1418143,V1:(Collision with pedestrian),P2:Pedestrian
1/18/02,7:40 AM,215695.9062,932889.8752,LOWELL,Not Reported,Non-fatal injury - Possible,1418366,V1:(Collision with pedestrian),P2:Pedestrian
2/21/02,8:32 AM,,,KINGSTON,Not Reported,Not Applicable,1418571,V1:(Collision with pedestrian),P2:Pedestrian
2/11/02,7:10 PM,222398.3831,919845.6919,BILLERICA,Unknown,Not Applicable,1418639,V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),P3:Pedestrian
1/20/02,2:00 PM,95927.07923,866534.0858,SOUTHWICK,Property damage only (none injured),No injury,1418685,V1:(),P2:Pedestrian
1/10/02,6:24 PM,174565.3786,925987.0917,FITCHBURG,Not Reported,Non-fatal injury - Non-incapacitating,1418708,V1:(Collision with pedestrian),P2:Pedestrian
11/1/01,11:11 PM,241065.5032,889111.4596,QUINCY,Property damage only (none injured),Non-fatal injury - Non-incapacitating,1418922,V1:(Collision with pedestrian),P2:Pedestrian / P3:Pedestrian
1/15/02,8:48 PM,229632.7029,835645.1248,SOMERSET,Not Reported,Non-fatal injury - Non-incapacitating,1419006,V1:(Collision with pedestrian),P2:Pedestrian
